date,id,coordinates,full_text,sentiment,hashtags,,,,,
2020-01-27,1221812116367130624,,"Thts wt happen when most of the city in China are blocking ppl from wuhan virus, and yet hk still open coz of politics reason, fuck the government, hk ppl will not forgive you Carrie Lam, spread this please, hk need help.... #HKGov #Hk #ChinaVirus #WuhanOutbreak #savehk",-2,"['HKGov', 'Hk', 'ChinaVirus', 'WuhanOutbreak', 'savehk']",,,,,
2020-01-27,1221824845609988096,,When GT &amp; CCTV do stories about hospital in 6 days while nurses &amp; doctors are pleading for supplies - there usually a deliberate reason for that. A sinister act to deviate attention. #Wuhan #CoronaVirus,-2,"['Wuhan', 'CoronaVirus']",,,,,
2020-01-27,1221861199920238592,,"Apparently 3 students at my university are in isolation rn because they have symptoms of coronavirus. I'm just here to say bye cuz this virus is gonna spread fast and wide. Apparently there are actually 90k infected in china and they're just hiding it so, RIP everyone",-2,[],,,,,
2020-01-27,1221882083666096128,,I was thinking this CORONAVIRUS is no accident is it possible it's a BIOLOGICAL attack a retaliation for US TARIFFS on CHINA???,-2,[],,,,,
2020-01-27,1221888328016060416,,Sound like the Coronavirus is a bio weapon that China let leak out (accidentally or purposefully) from Wuhan. Throw the whole county away now,-2,[],,,,,
2020-01-27,1221913040033124352,,"This Wuhan clan ain’t nothin to fuck with, seems to only kill Old Dirty Bastard’s though",-2,[],,,,,
2020-01-27,1221914658845552642,,"yes it's was released from bio institute of chinese govt funded institution , either you can let your people die or ask questions why the news of spreading of virus was hidden from chinese population &amp; mayor of wuhan said chinese central govt asked to stay silent",-2,[],,,,,
2020-01-27,1221944654528204800,,"Thank you for making this a priority! Honestly, until the outbreak is contained and the Chinese Government starts being transparent and honest about the numbers, we need to ban travel from China. We must contain an outbreak of this magnitude, before it progresses further.",-2,[],,,,,
2020-01-28,1221951062036246528,,Virus-hit Wuhan has two laboratories linked to Chinese bio-warfare program - Washington Times,-2,[],,,,,
2020-01-28,1221975619455504384,,The deadly animal-borne coronavirus spreading globally may have originated in a laboratory in the city of Wuhan linked to China’s covert biological weapons program says Israeli biological warfare analyst.,-2,[],,,,,
2020-01-28,1222016306066661376,,This coming from China means it's even worse than we imagined. Wuhan is where one of their main biological labs do their work. Escape from the lab? Ominous!,-2,[],,,,,
2020-01-28,1222050016015147009,,A mysterious shipment was caught smuggling Coronavirus from Canada. It was traced to Chinese agents Canadian lab. The agent where linked to Chinese Biological Warfare Program from where the virus is suspected to have leaked causing the Wuhan outbreak.,-2,[],,,,,
2020-01-28,1222145033001783298,,"By exporting the #coronavirus &amp; concealing the info, #China is hurting the physical health of ppls all around the world. Should #CCP apologize first? #WuhanCoronavirus #CoronaOutbreak",-2,"['coronavirus', 'China', 'CCP', 'WuhanCoronavirus', 'CoronaOutbreak']",,,,,
2020-01-28,1222191756940152837,,"You are well informed. Yes, that Wuhan lab is working on weaponizing other viri. The two Chinese researchers in Canadian lab, who were fired last year, may have shipped the virus to Wuhan. There is evidence that the drug Modafinil my help to fight it.",-2,[],,,,,
2020-01-28,1222200604161908736,,"China Refuses CDC offer to send team to help contain coronavirus per US Health Secretary... Well, this makes complete sense 🤔 NOT! #coronavirus #BatSoup #DontEatSnakes",-2,"['coronavirus', 'BatSoup', 'DontEatSnakes']",,,,,
2020-01-28,1222216736264552448,,PHOTO OF ‘CORONAVIRUS HOSPITAL’ POSTED BY CHINESE STATE NEWSPAPER IS ACTUALLY ALIBABA STOCK PHOTO,-2,[],,,,,
2020-01-28,1222220700511100931,,y’all shouldn’t worry about the coronavirus. It was MADE IN CHINA so it won’t last long,-2,[],,,,,
2020-01-28,1222247545298014208,,Ex-FDA chief worries China could be underestimating coronavirus cases by 'tens of thousands',-2,[],,,,,
2020-01-29,1222314907665723393,,If it’s killing Chinese (China) I don’t care that much and their leaders won’t care that much.,-2,[],,,,,
2020-01-29,1222336199270027264,,"There are just so many things going wrong in the world right now. The helicopter, Kobe Bryant, and the coronavirus that’s slowly spreading from China. We could have easily avoided the disease by not eating exotic animals such as rats..BUT PEOPLE DONT CARE ABOUT THE CONSEQUENCES",-2,[],,,,,
2020-01-29,1222358664624738304,,"China's Chernobyl? Good analogy. Chernobyl catastrophe brought down the oligarchs and changed the USSR. I also believe this is Heaven's agenda for demolishing the corrupt and dysfunctional CCP, and giving China back to the Chinese People. With God all things are possible.",-2,[],,,,,
2020-01-29,1222396350601580544,,So this one is different from the one in Wuhan? 😭🙆🏾‍♂️ Who did we offend?,-2,[],,,,,
2020-01-29,1222406586053865474,,China Issues Harsh Warning to Silence Social Media Postings on Wuhan Pneumonia,-2,[],,,,,
2020-01-29,1222436288516648960,,Sorry but you can't tell me China is not a liar because they've been lying about owning our territories. Even threatening our fishermen because they said they own our islands. LOL,-2,[],,,,,
2020-01-29,1222483681488637952,,"I am glad that we are an island. Despite that Chunnel, unchecked immigration and viruses would be chaotic if we were landlocked? I back Boris but #Huawei could be a worse virus than #coronarvirues No way should China get near our secrets. Not even 0.01% access.",-2,"['Huawei', 'coronarvirues']",,,,,
2020-01-29,1222521113302859777,,Half way bench press and I suddenly felt dizzy and all my energy got depleted. Don’t tell me the Wuhan Fkers got me,-2,[],,,,,
2020-01-29,1222536145730527232,,"Hong Kong, the social credit system, the constant spying, the Muslim concentration camps that every country knows about but no one is saying anything because it will ruin trading with china. To me, China is just as bad as Nazi Germany because everyone just accepts it",-2,[],,,,,
2020-01-29,1222540605273903105,,Steal? Given? Hacked? Is of little concern at this point! China has acquired coronavirus and has implemented phase 1 on it's own people. Mass distraction? Or tyrannical genocide?,-2,[],,,,,
2020-01-29,1222541576469209089,,"It is spreading faster than SARS, but at this point, doesn't seem as deadly. Of course that's hard to know since it's China and they're not known for being open and transparent.",-2,[],,,,,
2020-01-29,1222554158508670981,,China Issues Harsh Warning to Silence Social Media Postings on Wuhan Pneumonia,-2,[],,,,,
2020-01-29,1222569731930173441,,"Interesting timing. “...he was paid $50,000 a month by the Wuhan University of Technology in China and living expenses up to $158,000. He was also awarded more than $1.5 million to establish a research lab at the Chinese university, prosecutors said.”",-2,[],,,,,
2020-01-29,1222580106389934081,,"China keeps saying that Taiwan is a part of their country. But they NEVER provide any assistance to Taiwan when needed, but keep threatening Taiwan by military force and weapons. Shameless and despicable. #chinazi #China_is_terrorist #WuhanCoronavirus #coronavirus",-2,"['chinazi', 'China_is_terrorist', 'WuhanCoronavirus', 'coronavirus']",,,,,
2020-01-29,1222597202008104961,,Communism in China—Ppl who are applauding China’s economic progress &amp; saying how normal &amp; modern China is need to take a look at the governments oppression &amp; draconian measures against their people,-2,[],,,,,
2020-01-29,1222600789081747458,,"This is going to be a bad one! Its a bird born and man made malady. The true numbers out of China eclipse the ones they claim and its apparently very lethal. We were due, its here.",-2,[],,,,,
2020-01-29,1222602212486057984,,This is the shit people ate at a market in wuhan that started all of this. Corona viruses can only be transmitted from animal to man if a person eats the infected animal. Theyre such idiots man just eat chicken or beef wtf are you eating this for.,-2,[],,,,,
2020-01-29,1222612125601812480,,China spurned CDC offer to send team to help contain coronavirus: US Health Secretary | Fox News,-2,[],,,,,
2020-01-29,1222616651616673793,,While trending #coronavirus is trending #WUHAN Illuminati Coronavirus Compilation (WATCH BEFORE DELETED!) via,-2,"['coronavirus', 'WUHAN']",,,,,
2020-01-29,1222617801187299330,,"From 2014 till 2019 Nazis china builded up more than 124 Nazis style concentration camp in occupied East Turkistan and detained more than 3 million innocent Uyghurs took more than 800,000 Uyghur children to chinese style orphanages. God is great not #Xiteler",-2,['Xiteler'],,,,,
2020-01-29,1222627729327128579,,"This tweet alone sums up how retarded Yal are, you’re defending Chinese international students that want to leave China and then trash the west where they are going to study. The virus started in China not the west. China has 2 million Muslims in camps not the west.Sum Winniebots",-2,[],,,,,
2020-01-29,1222665825267658758,,More information coming out of China that are not CCP’s lies:,-2,[],,,,,
2020-01-29,1222666142134591488,,No one said Asia was dirty .. but you can’t tell me parts of China ain’t borderline “wtf is this shit”,-2,[],,,,,
2020-01-29,1222668307553116160,,Unpopular opinion: this coronavirus was made in a lab and released by the Chinese government to kill off large numbers in order to save the government money. This illness especially affects older or sick people who may be seen as a burden on their healthcare system.,-2,[],,,,,
2020-01-30,1222748955919835136,,Rasain !!! More Chinese pushing to end wildlife markets as coronavirus outbreak grows via,-2,[],,,,,
2020-01-30,1222785970384330753,,#china perhaps you ought to consider better hygiene protections in local markets. And on that note treat your people and animals with more respect!,-2,['china'],,,,,
2020-01-30,1222790273777848320,,"I know it is an impossibility, but an apology from Xi Jinping &amp; the China Communist Party for inflicting the coronavirus on the whole of China &amp; its spread worldwide would be welcome. However, The China Communist Party never admits it was wrong. So it was right?🇦🇺",-2,[],,,,,
2020-01-30,1222836435167744000,,Their problem is #WHO is owned by China. WHO head just bragged China just doubled contributions. WHO sympathetic to China &amp; China let’s WHO teams and not teams in. WHO politically influenced by China &amp; cannot trusted. Head should resign. #Coronavirus,-2,"['WHO', 'Coronavirus']",,,,,
2020-01-30,1222860888690036736,,"China locked Uighurs in ""isolation"" camps and snatched there human rights. Now look, all of China has literally become a walled camp due to #coronarvirus. States are closing borders with China, isolating its travellers and movement to and from Wuhan has literally stopped. #Allah",-2,"['coronarvirus', 'Allah']",,,,,
2020-01-30,1222888474874974209,,WAKE UP AMERICA DON'T BE IGNORANT...CHINA IS A COMNINUST COUNTRY..THEY ARE KILLING AMERICANS OVER THERE IN CHINA AND LETTING AMERICANS COME BACK HERE IN THE USA..AND SPREAD THIS DESEASR TO WIPE OUT AMERICA...BUT OUR CONGRESS IS IGNORANT BY LETTING PEOPLE GO TO CHINA...,-2,[],,,,,
2020-01-30,1222931337637703683,,someone called the coronavirus the Kung Flu LMFAOOO,-2,[],,,,,
2020-01-30,1222974960299364359,,Finally declares Global Health Emergency. #PHEIC #Coronavirus #WuFlu,-2,"['PHEIC', 'Coronavirus', 'WuFlu']",,,,,
2020-01-30,1222991943652847620,,Ask yourselves why #WHO doesn’t support #travel restrictions when it is precisely travel before restrictions that allowed the #coronavirus to spread beyond #Wuhan? How did the virus spread outside of #China? Travel. But they don’t support restrictions?,-2,"['WHO', 'travel', 'coronavirus', 'Wuhan', 'China']",,,,,
2020-01-30,1222995466411028497,,What do you call a Chinaman with coronavirus?,-2,[],,,,,
2020-01-30,1223011697247555597,,"I vote for: China, start eat each other.",-2,[],,,,,
2020-01-31,1223040432004829185,,"I'm usually the tin-foil hat but yesterday, no lie, my buddy said he cud c China looking 2 thin the herd but I was like yeah but they can't afford to lose women &amp; there'd be deaths among male &amp; female. Perhaps I objected 2 soon #coronavirus",-2,['coronavirus'],,,,,
2020-01-31,1223044372792561664,,Just burn china,-2,[],,,,,
2020-01-31,1223065431646318592,,U.S. Senator Tom Cotton: China is lying about Coronavirus via,-2,[],,,,,
2020-01-31,1223069883853873152,,Mike Pompeo: Communist China 'Central Threat of Our Times' #AAG #AAG2020,-2,"['AAG', 'AAG2020']",,,,,
2020-01-31,1223079678505672705,,"one pair of portable biological weapon made in china affecting the lives of 7000 people on board. as i've said, they're selfish, irresponsible, uncivilised &amp; disgraceful. #WuhanPneumonia #WuhanCoronavirusOutbreak #PeoplesRepublicOfCoronavirus",-2,"['WuhanPneumonia', 'WuhanCoronavirusOutbreak', 'PeoplesRepublicOfCoronavirus']",,,,,
2020-01-31,1223121913527947265,,is ansolutely right that #CCP is the biggest threat to the free world. #China_is_terrorist,-2,"['CCP', 'China_is_terrorist']",,,,,
2020-01-31,1223159441983324160,,We should blame the China government and those Chinese people taking inadequate safety precautions in their daily lives.,-2,[],,,,,
2020-01-31,1223173661810544642,,The world is paying for #China ‘s wrongdoing and lies. If they would’ve admit #CoronavirusOutbreak was happening in Wuhan at the very beginning and properly contain it by quarantine. It would never get as bad as it now. But instead they chose to cover it up by dictatorship.,-2,"['China', 'CoronavirusOutbreak']",,,,,
2020-01-31,1223183049036189696,,"Mpozi china locked up muslims,killed n banned any islamic related issue. The ka virus is showing them fire😁",-2,[],,,,,
2020-01-31,1223187738662449154,,There was riots in hong kong and china for months before this turned up. Man made?,-2,[],,,,,
2020-01-31,1223188649023627264,,Chinese Government Keeping Coronavirus Infection Numbers Artificially LOW by Limiting Supply of Medical Testing Kits,-2,[],,,,,
2020-01-31,1223205457130639360,,"Beyond words - this is truly horrific! Disgusting, evil people! Have they no compassion at all? Why the world pussyfoots around China’s utterly appalling treatment of animals is beyond me. Everyone needs to take a massive stand. This totally unnecessary barbarity must stop.",-2,[],,,,,
2020-01-31,1223208031820898304,,Baby bat I would guess with some snake on the side and and a couple of pangolin scales as fries #China #stopwildlifetrade,-2,"['China', 'stopwildlifetrade']",,,,,
2020-01-31,1223213161714634752,,Hanubei yan? So scared to offend his BFF that he is willing to risk us all. Ban all coming from China for God’s sake!,-2,[],,,,,
2020-01-31,1223221107022606336,,Sometimes I think coronavirus is a platform for the Chinese to show us their extraordinary capacity (in speedy construction for instance),-2,[],,,,,
2020-01-31,1223264601032228864,,Should be able to sue China for the delayed reporting and how it's affecting other countries and those people who have died thus far.,-2,[],,,,,
2020-01-31,1223289030680272904,,"It's time for the world to keep turning blind eye to the repression of human rights by China Communist Party, CCP exports #WuhanVirus outbreak to the world. It's time to take the consequences. #2019nCoV",-2,"['WuhanVirus', '2019nCoV']",,,,,
2020-01-31,1223290287025295365,,"Oh, only 9776 people infected and 213 dead? I'm surprised that China would shut down their economy over that. What are the real numbers?",-2,[],,,,,
2020-01-31,1223306129079459842,,"China isolated 1M muslims, Allah Isolated 40M chinese!",-2,[],,,,,
2020-01-31,1223309969954496512,,"China conceals the seriousness of the facts, while Hong Kong continues to allow local entry. #antichinazi",-2,['antichinazi'],,,,,
2020-01-31,1223344841376952320,,"I am a neutral, but many Japanese's opinion toward you is not very positive. The biggest reason is because they wonder why do you not aggressively and actively condemn China, one of the biggest countries who accelerate climate change?🤔",-2,[],,,,,
2020-01-31,1223352560385449985,,fuk china the end😠,-2,[],,,,,
2020-01-31,1223355958690226183,,"I've just heard that people in China are being told to cull their pets, is this true ??? Please comment! #PiersMorgan",-2,['PiersMorgan'],,,,,
2020-01-31,1223357922471632896,,We have background checks. We don't need any more witnesses because the Democrats are incompetent. And people who sell out human suffering for cash from China should just shut up.,-2,[],,,,,
2020-01-31,1223370585306255360,,With the outbreak of coronovairus it's time for China to ban this cruelty especially the trade in wildlife...,-2,[],,,,,
2020-01-31,1223378553296867332,,Spray China with Dettol. - sponsor these modafokas,-2,[],,,,,
2020-01-31,1223381796546473984,,"""Whatever the case, it is quite clear that the Chinese authorities have been anything but transparent, thus it is completely backwards for the World Health Organisation to demand the country’s leaders be afforded any ‘gratitude and respect.'"" Globalist.",-2,[],,,,,
2020-02-01,1223408113585479685,,"Coronavirus Death Toll Passes 200; Nearly 10,000 Infected THE CHINESE GOVERNMENT IS NOT A FRIEND BUT AN ENEMY BUT THE CHINESE PEOPLE ARE FRIENDS OF AMERICA",-2,[],,,,,
2020-02-01,1223425050877091840,,China created the coronavirus to stop the people from protesting their government. No doubt about it guys.,-2,[],,,,,
2020-02-01,1223553109055561730,,God kills the #CCPChina #WuhanCoronavirusOutbreak,-2,"['CCPChina', 'WuhanCoronavirusOutbreak']",,,,,
2020-02-01,1223639099250098177,,Well said ..and in China ppl thrown their pets to roads to die .,-2,[],,,,,
2020-02-01,1223684365651148800,,Communism Kills: China Reportedly Arrested Virus Whistleblowers Who Tried Sounding Alarm,-2,[],,,,,
2020-02-01,1223701305375567874,,Chinese reported numbers likely not close to accurate. ISolation is pretty damn poor if he could just walk into the ward and shoot this. Open doors all around? holy shit. #Coronavirus,-2,['Coronavirus'],,,,,
2020-02-01,1223718583680696320,,"Yes, thought provoking. US numbers are prbably correct. How about in #China? Do you believe it is only 9k? Tell us the truth. What’s the real number? I have it is much more than that. #CoronarvirusOutbreak Do you trust China in telling the truth? #TruthMatters #VIRUS_CORONA",-2,"['China', 'CoronarvirusOutbreak', 'TruthMatters', 'VIRUS_CORONA']",,,,,
2020-02-02,1223792019136446464,,"So China has been imprisoning and killing hundreds of thousands of Muslims for simply worshiping, but want us to feel sorry for them now that they have the Corona virus?",-2,[],,,,,
2020-02-02,1223829452578336768,,I’m so invested in this #WuhanCoronavirus - Chinas essentially trapping their helpless citizens inside their homes and hiding the severity of the outbreak from the rest of the world? TF!,-2,['WuhanCoronavirus'],,,,,
2020-02-02,1223921359119704064,,. PLEASE TELL CHINA IT IS BEING STUPID blaming animals for what is a human caused virus. They are not the best at animal welfare preferring to torture in any case,-2,[],,,,,
2020-02-02,1223951638144208896,,China stop eating everything that moves 🙄🙄🙄 #coronovirusoutbreak,-2,['coronovirusoutbreak'],,,,,
2020-02-02,1224037333051142145,,"More Government, more regulations, more laws. Nope. China is a communist country. They do not care what anyone asks of them. They will continue to pollute until their politicians start dying from it. THEN they might do something about it. Plant a tree you can do that NOW.",-2,[],,,,,
2020-02-02,1224102676993994752,,So did their biological warfare lab explode or is it their dirty way they treat animals? #H5N1 #coronavirus #ChinaVirus #birdflu,-2,"['H5N1', 'coronavirus', 'ChinaVirus', 'birdflu']",,,,,
2020-02-03,1224135046912708608,,We're talking about China and if you don't think China is an authoritarian government then you're living in a dream world. China was the subject at hand.,-2,[],,,,,
2020-02-03,1224220435249860614,,Coronavirus. Doctors in jail for revealing the truth. The Chinese Communist Party is the main responsible for the delayed reaction to this world pandemia.,-2,[],,,,,
2020-02-03,1224290037820469248,,"Shame on you #China So reckless, unbelievable 😡😡",-2,['China'],,,,,
2020-02-03,1224301647276335106,,"Something very fishy, and I’m not talking about the Wuhan fish market. #WuhanVirus #WuhanSARS #WuhanCoronavirus #WuFlu",-2,"['WuhanVirus', 'WuhanSARS', 'WuhanCoronavirus', 'WuFlu']",,,,,
2020-02-03,1224357446640009216,,"#china #ccp will always see USA an enemy even it is the culprit that let the #CoronavirusOutbreak out. Everyone is hurting #ccp’s feeling and discriminating #Chinese, it is the purest living things in the earth.",-2,"['china', 'ccp', 'CoronavirusOutbreak', 'ccp', 'Chinese']",,,,,
2020-02-03,1224389311996534785,,dealing with China makes you complicit in human rights abuses. Of course you won't comment. Got to keep that blood money flowing,-2,[],,,,,
2020-02-03,1224421683810971651,,The Peoples Republic of China: Stop the creation of deadly viruses from animal markets in China - Sign the Petition! via Please Retweet and sign - thanks!,-2,[],,,,,
2020-02-04,1224602681500504066,,"Should be #CCP Wuhan bio-weapon group's responsibility, not the citizen who happen live close the complex. #antichinazi",-2,"['CCP', 'antichinazi']",,,,,
2020-02-04,1224710599164284931,,Are you serious? #ChinaziVirus #chinazi,-2,"['ChinaziVirus', 'chinazi']",,,,,
2020-02-04,1224808224626442240,,fuck china,-2,[],,,,,
2020-02-05,1224894218604367877,,The Chinese Communist Party (CCP) presents an existential threat to the world via its Artificial Intelligence (AI) and 5G agendas.,-2,[],,,,,
2020-02-05,1224922423784423425,,"Agreed. Call it the Commie Virus instead of the Wuhan Virus. They arrested the 8 doctors who tried to initially call it out after all, they own it now.",-2,[],,,,,
2020-02-05,1224973775688650752,,"In the oldest democracy, there is liberty to dissent and oppose views of the ruling regime. Can the same be expected in China? Recently, #CCPChina crushed the voices against Coronavirus pandemic ruthlessly. Decide for yourself!",-2,['CCPChina'],,,,,
2020-02-05,1225157743998312454,,Reminder that the Chinese are lying and commiting atrocities against its own population.,-2,[],,,,,
2020-02-06,1225403201140207617,,"BREAKING: China keeping two sets of coronavirus pandemic numbers? “Leaked” infection numbers over 154,000; deaths approach 25,000",-2,[],,,,,
2020-02-06,1225447446303715330,,A tragedy for this courageous medical doctor who Chinese authorities refused to listen to but rather admonished.,-2,[],,,,,
2020-02-06,1225454390540062721,,"Thank you! And #Fuck the HK government for not closing the border with #China, for keeping 100,000 masks produced everyday to themselves, Fuck the selfish Chinese who still travel knowing they're sick, Fuck the Chinese who stole masks during delivery to HK, Fuck CCP for the virus",-2,"['Fuck', 'China']",,,,,
2020-02-06,1225467820424691712,,#Coronavirus 'kills Chinese whistleblower doctor Li Wenliang',-2,['Coronavirus'],,,,,
2020-02-06,1225487521020358661,,China launches biological warfare agenda; covertly infiltrates Wuhan evacuation plane with “Trojan horse” carrier of the coronavirus to infect all passengers headed to Taiwan,-2,[],,,,,
2020-02-07,1225594207856775168,,Coronavirus kills whistleblower Chinese doctor who tried to issue the first warnings about the deadly outbreak,-2,[],,,,,
2020-02-07,1225849908034277376,,"I bet the Chinese commies killed him China Reports, Deletes, Then Again Reports Death of Wuhan Virus Whistleblower Doctor via",-2,[],,,,,
2020-02-08,1225957900063051776,,Fuck China,-2,[],,,,,
2020-02-08,1225984476121108481,,This it’s horrible men. China doesn’t care about people. They care only in his communists regimen. Fuck men !!! this is awful and painful.,-2,[],,,,,
2020-02-08,1225998071869386752,,China launches biological warfare agenda; covertly infiltrates Wuhan evacuation plane with “Trojan horse” carrier of the coronavirus to infect all passengers headed to Taiwan | The Common Sense Show,-2,[],,,,,
2020-01-23,1220396517489553409,,"Wuhan, China under quarantine. I like where this is going.",-1,[],,,,,
2020-01-24,1220651871137869824,,Epidemiology and the duty to warn... #Wuhan #bioethics #healthlaw,-1,"['Wuhan', 'bioethics', 'healthlaw']",,,,,
2020-01-24,1220795932012351492,,coronavirus got my anxiety on level...till further notice no more chinese food for me,-1,[],,,,,
2020-01-24,1220828628952416256,,"Taiwan has a long history of being bullied by China, a situation that many other countries are slowly waking up to. | 's for",-1,[],,,,,
