date,id,coordinates,full_text,sentiment,hashtags,,,,,
2020-01-24,1220519227884335105,,"Don't fall for the MSM bullshit. They are trying to cover their tracks. Everybody is retweeting this bat soup...Chinese don't eat bats. That virus escaped a lab in China, more precisely the Wuhan Institute of virology.",-1,[],,,,,
2020-01-24,1220529245232992256,,"Tomorrow, probably: IG Model, green string bikini, hazard mask. Geo-tag: Wuhan, China Caption: Corona &amp; Lime ✨💫 374,666 Likes 22,314 Comments",0,[],,,,,
2020-01-24,1220533687613304833,,"Wuhan Coronavirus (2019-nCoV) Global Cases and Total Deaths As of Jan 23, 2020 12 pm EST #nCoV2019 #nCoV",0,"['nCoV2019', 'nCoV']",,,,,
2020-01-24,1220549395202105344,,Wuhan virus: 16 people monitored for contact with US victim - The Straits Times -,-1,[],,,,,
2020-01-24,1220559006688862213,,"Seach wuhan Videos of people collapsing on the street Hospitals short on supplies Mandatory mask order Three cities quarantined, nearly 25 mil Confirmed cases in Hong Kong &amp; Singapore 2 confirmed cases in US (Washington &amp; Texas) 43 others being monitored",0,[],,,,,
2020-01-24,1220570126279434240,,Come on! You just need to be more open minded when it comes to new food options. Who was the person that convinced 9M Wuhan residents that this was a great idea!?,0,[],,,,,
2020-01-24,1220579623261495297,,"Hi! I am studying in Korea right now and based on the news official from the Ministry of Public Health here in Korea, the affected toll in SK is 1 person, which was a tourist from Wuhan, China—and she is already quarantined at Incheon, and the people traveling with her are under",0,[],,,,,
2020-01-24,1220591945761751040,,"Sir 🙏🙏, Why proper procedures are not being followed while making close contact with the Chinese citizens at this serious time of Wuhan Crisis ? These meetings should be avoided Sir.",0,[],,,,,
2020-01-24,1220599830898257921,,"It is actually scary to think about. If it hits anywhere in Africa, siny*le shame. Our CDC is just for show. And now word on travel bans in Mzansi, seeing as we have so many Chinese citizens living amongst us.",0,[],,,,,
2020-01-24,1220604060039991296,,wuhan is the city name where coronavirus (suspected) first appeared dhsbbdbsbd,0,[],,,,,
2020-01-24,1220608791818825728,,Beware of the Wuhan pneumonia everyone. I think the virus will spread all over the world because some of the patients go to everywhere they can but not hospital🤪 buy surgical masks and vitamin C also disinfecting wet wipes etc... It's only 100 seconds away the midnight😞,0,[],,,,,
2020-01-24,1220618069707575296,,#RT : A race against time! Wuhan follows Beijing's SARS treatment model to build a special hospital in new coronavirus control. The hospital will be put into use by Feb. 3.,0,['RT'],,,,,
2020-01-24,1220627546150227968,,"📆 Officially confirmed overnight that Jose Ramirez vs Viktor Postol has been postponed due to the outbreak of a deadly coronavirus in China, where the fight was due to take place on February 1st. Will be rescheduled for a new date and venue.",0,[],,,,,
2020-01-24,1220628133025656833,,"Live Updates: Hospitals and medical workers at the center of the Wuhan outbreak made urgent appeals for supplies, as stocks of surgical masks and other equipment quickly flew off shelves #ENDEGO",0,['ENDEGO'],,,,,
2020-01-24,1220635935261503489,,Wuhan is a city with twice the population of Scotland (11 million) and I'd never heard of it until this coronavirus. In a province of 58. 5 million. Wuhan doesn't even register on a map of China. This bends my head.,0,[],,,,,
2020-01-24,1220640685591859200,,"Many in China Wear Them, but Do Masks Block Coronavirus?",0,[],,,,,
2020-01-24,1220651871137869824,,Epidemiology and the duty to warn... #Wuhan #bioethics #healthlaw,-1,"['Wuhan', 'bioethics', 'healthlaw']",,,,,
2020-01-24,1220657584090353671,,#BREAKING: The Chinese government has confirmed that the death toll from the new coronavirus has risen to 25.,0,['BREAKING'],,,,,
2020-01-24,1220667440851386369,,China announced Friday it will close a section of the Great Wall and other famous Beijing landmarks to control the spread of a deadly virus that has infected hundreds of people across the country. via,0,[],,,,,
2020-01-24,1220668656985591808,,(Reuters) China central bank raises limit on small bank payments amid virus outbreak,0,[],,,,,
2020-01-24,1220671853837996033,,"Wuhan, China, is scrambling to build a hospital in just 6 days to treat coronavirus patients its health system gets overwhelmed",0,[],,,,,
2020-01-24,1220675046219251712,,"Meanwhile in Hong Kong, in order 5o impress #Chinazi , the government keep saying it's Ok and refuse to carry out quarantine to prevent #WuhanCoronavirus spreading.",-1,"['Chinazi', 'WuhanCoronavirus']",,,,,
2020-01-24,1220680775512682497,,this is the proximity of guangzhou to wuhan,0,[],,,,,
2020-01-24,1220684564571377664,,Panic and Criticism Spread on Chinese Social Media Over Coronavirus: Chinese citizens are overcoming a lack of reporting on the crisis in the state-run media by sharing their own videos and information about the coronavirus outbreak.,0,[],,,,,
2020-01-24,1220691210043641856,,Chinese ‘nurse’ claims dead bodies are left unattended at a Wuhan hospital,-1,[],,,,,
2020-01-24,1220692925257961473,,"The Spring Festival Gala, the world's most-watched TVshow, briefly stops the skits to make mention of #Wuhan #coronavirus, with heavily patriotic segment paying tribute to medics on frontline &amp; encouraging fight against outbreak, with repeated slogan #加油武汉 (""Come on, Wuhan!"")",0,"['Wuhan', 'coronavirus', '加油武汉']",,,,,
2020-01-24,1220700429773832192,,US warns against travel to Chinese province as coronavirus death toll rises,0,[],,,,,
2020-01-24,1220704128717987840,,"Market Where Wuhan Virus Originated Sold Rats, Wolf Puppies, &amp; Even Musang As Meat",-1,[],,,,,
2020-01-24,1220715784701390849,,"#NorthKorea In response to the outbreak of coronavirus in China, North Korean authorities have temporarily restricted travel of foreign residents to China, and tour operators have reported a government suspension of tourism into North Korea. More info:",0,['NorthKorea'],,,,,
2020-01-24,1220718939531030529,,"Wuhan coronavirus, Jean Paul Gaultier, locusts in Africa: World in Photo... via",0,[],,,,,
2020-01-24,1220719537806610434,,Please read so that you are informed. There are now possibly cases in the U.S.—-New coronavirus from China: Everything you need to know | Live Science,0,[],,,,,
2020-01-24,1220723536349798401,,"Lockdown currently affecting over 35 million people, roughly 2.5% of China’s population, with more city lockdowns to be announced in the near future. #coronavirus #nCoV2019 #CoronavirusOutbreak",0,"['coronavirus', 'nCoV2019', 'CoronavirusOutbreak']",,,,,
2020-01-24,1220727683392397312,,"This is human disaster definitely. It began n covered up when a govt concerned their face more then human life. #Wuhan , over 1billion people being blocked without knowing if any material or resources. They are waiting with no hope. It's is a evil regime. #ccp_is_terrorist",-1,"['Wuhan', 'ccp_is_terrorist']",,,,,
2020-01-24,1220730487678865408,,"On Weibo, posted some of the photos that are now being shared of the army coming in to offer (medical) help amidst #coronavirus outbreak. Many people on Weibo address their mixed feelings: happiness over #Chinesenewyear, worry and fear over the Wuhan situation.",0,"['coronavirus', 'Chinesenewyear']",,,,,
2020-01-24,1220736246147960833,,Inside the Chinese lab poised to study world's most dangerous pathogens : Based in Wuhan 🤔😳 #caronavirus,-1,['caronavirus'],,,,,
2020-01-24,1220737567273910272,,It is unknown how the second confirmed case of the US contracted the virus. Hoping it doesn't spread inside the hospitals where #coronavirus patients are residing in the US. US says they're prepared and well equipped. #China,0,"['coronavirus', 'China']",,,,,
2020-01-24,1220743019672018946,,"Here's some more ways to think about R0, which is being estimated to be around 3 for the Wuhan coronavirus. If there was no immunity, that means each infected person would infect about 3 other people. Immunity can be increased via vaccines, travel restrictions, masks, quarantine.",0,[],,,,,
2020-01-24,1220746302775910405,,THIS IS WAY WORSE THAN THEY ARE REPORTING! China coronavirus outbreak sends country scrambling to build hospital #FoxNews,-1,['FoxNews'],,,,,
2020-01-24,1220748836596879360,,"Emperor xi is showing off his primary school league from how china criminal party deals w/ HK Movement &amp; Wuhan virus! CCP comes up a brilliant tactic: seige 20 cities near Wuhan stop people from coming out but they could still fly to HK &amp; abroad bring the virus along, how selfish",-1,[],,,,,
2020-01-24,1220750390175514624,,#WuhanCoronovirus outbreak has mutated for the second time and infection is explosive. Healthcare staff in China advise #HongKong healthcare staff not to trust #CarrieLam #HKGovt and #CCPChina. They also advise investigation into #WHO corruption for not issue warning.,-1,"['WuhanCoronovirus', 'HongKong', 'CarrieLam', 'HKGovt', 'CCPChina', 'WHO']",,,,,
2020-01-24,1220752653531086849,,China's CDC says coronavirus linked to illegal wildlife trade,-1,[],,,,,
2020-01-24,1220755567179898881,,China sets up research team to combat coronavirus spread,0,[],,,,,
2020-01-24,1220756779111346176,,you want wuhan? cause that’s how you get wuhan.,0,[],,,,,
2020-01-24,1220757395988713472,,2nd Case of Wuhan Coronavirus confirmed in US (Chicago). #publichealth #infectiousdisease,0,"['publichealth', 'infectiousdisease']",,,,,
2020-01-24,1220762348685840384,,is the show taking calls today? I live in China and thought Adam might like to hear of the Outbreak here and how his show is banned in China.,0,[],,,,,
2020-01-24,1220769955261681670,,Be careful out there killing machine virus could be anywhere near around you it is traveling quickly through airliners and airports no cure yet it cause respiratory failure Al Jazeera English: China battles coronavirus outbreak: All the latest updates.,0,[],,,,,
2020-01-24,1220773523053875201,,Get your data real-time from : Wuhan Coronavirus Global Cases,0,[],,,,,
2020-01-24,1220778969559183360,,"Idc who you are, If you’ve been to China recently go ahead and stay home and keep your coronavirus to your damn self smh. If I die right before my last year of miserable college I swear I’m doing a world wide haunting with no exceptions",0,[],,,,,
2020-01-24,1220779358392111105,,"""Chicago Woman Is Second Patient in U.S. With Wuhan Coronavirus"" by BY DENISE GRADY via NYT",0,[],,,,,
2020-01-24,1220787016859836416,,"Projections are around the 10k only in Wuhan. MD's project a 200k in the quarantine zone by february 4th if things keep scalating. Also, that name is very heretical.",0,[],,,,,
2020-01-24,1220795748738048000,,"Not only hospitals in Wuhan city, but also hospitals in the whole province need massive supplies. This is an emergency!",0,[],,,,,
2020-01-24,1220795932012351492,,coronavirus got my anxiety on level...till further notice no more chinese food for me,-1,[],,,,,
2020-01-24,1220806488056352772,,"Coronavirus Live Updates: Infections Exceed 900 and Reach Europe, as Travel Limits in China Encircle 35 Million - The New York Times",0,[],,,,,
2020-01-24,1220807721949237248,,"Man, who had recently returned to Pakistan (Multan) from China, via Dubai, has been admitted to Nishter Hospital, with suspicion that he may have contracted the Wuhan/Coronavirus. ARY reporting. Can we panic now?",0,[],,,,,
2020-01-24,1220809976655990785,,This coronavirus is fucking up my asian stock investments. At first -10% drops bother me then I remember I’ve lost 90% of peak value in my crypto portfolio 😂 this ain’t shit.,0,[],,,,,
2020-01-24,1220819707881762822,,"China took their sweet time to begin doing anything about the outbreak, and they certainly haven’t been transparent. Trump Hotel Beijing on the wishlist.",-1,[],,,,,
2020-01-24,1220823678746796032,,CDC confirms a Chicago woman is the second US Wuhan coronavirus case,0,[],,,,,
2020-01-24,1220826428930973701,,"Chinese people out here eating bat soup, scientists say it could be linked to coronavirus outbreak",-1,[],,,,,
2020-01-24,1220828628952416256,,"Taiwan has a long history of being bullied by China, a situation that many other countries are slowly waking up to. | 's for",-1,[],,,,,
2020-01-24,1220839149046915072,,Chinese doctor in the city of Wuhan in tears announcing that there are t... via,0,[],,,,,
2020-01-24,1220842484386930688,,When you see that China has now locked down 14 cities with a total population of 41 million people. #coronavirus,0,['coronavirus'],,,,,
2020-01-24,1220845276132511744,,I don’t have much faith that China will be able to contain this cornavirus outbreak,-1,[],,,,,
2020-01-24,1220855666665050115,,"Lefties in the west more concerned about people cracking jokes about Chinas dumb socialist medical system or depraved commie government than it is the rapidly spiraling infection total or the apparent death toll, which is presumably way beyond the official tally. #Coronavirus",-1,['Coronavirus'],,,,,
2020-01-24,1220856429403426817,,"In the past, Taipei was invited to join assembly as an observer, but it has been barred since ⁦⁦⁩’s 2016 election, due to pressure from Beijing. #China leadership claims sovereignty over Taiwan, despite never having ruled the island",0,['China'],,,,,
2020-01-25,1220859331085684736,,Coronavirus Update: Thailand hit hard by Wuhan lockdown; France becomes first European country affected - The Moodie Davitt Report - The Moodie Davitt Report,0,[],,,,,
2020-01-25,1220867309339922432,,When is the US government or US journalists going to get some real hard facts? Search Twitter videos people-there are very disturbing videos leaking which indicate these numbers are WAY too low. #coronavirus #coronoavirus #wuhanvirus What will the Monday morning market bring?💰🦠,-1,"['coronavirus', 'coronoavirus', 'wuhanvirus']",,,,,
2020-01-25,1220879850463850497,,Coronavirus: How can China build a hospital so quickly? - BBC New 早い！,0,[],,,,,
2020-01-25,1220885535993917442,,"When WuHan announced to stop all the transportation for forbidden people leaving WuHan, but only the flights direct to HK didn't stop. That's why HKGov't doesn't willing to say a word to close the entrance, only HK still open to WuHan visitors. Any political reason? Pls Save HK.",0,[],,,,,
2020-01-25,1220888659919958017,,BBC News - China coronavirus: Death toll rises as disease spreads,0,[],,,,,
2020-01-25,1220895294906200065,,"#Cambodia government flying in THOUSANDS of Chinese from #Wuhan every day as estimated 198,000 have the disease according to health officials, over 2,000 will be dead, &amp; Bill Gates said 65 Million dead in recent simulation. WHY cambodia letting in???",0,"['Cambodia', 'Wuhan']",,,,,
2020-01-25,1220901182886928384,,Coronavirus: China ‘shuts 10 cities; 12 quarantined in India via,0,[],,,,,
2020-01-25,1220909910306754560,,Expect a total closure of internet in Wuhan atleast .. It's a Chinese government,-1,[],,,,,
2020-01-25,1220913957298491399,,Coronavirus death toll rises to 41 after China reports 15 more fatalities.,0,[],,,,,
2020-01-25,1220914263205785601,,"Depends on total contact rate. We can't know for sure until a person with coronavirus has passed it on. Each case outside of Wuhan (that we know of) are isolated which is good. Plus, is China not letting us know the real R naught.",-1,[],,,,,
2020-01-25,1220924070973321217,,"#OMS has declared Global Security Emergency. Predictably, the virus is expanding worldwide. #China shut down 13 cities. Death Toll is rising. #Wuhanvirus #WuhanCoronavirus #Coronavirus",-1,"['OMS', 'China', 'Wuhanvirus', 'WuhanCoronavirus', 'Coronavirus']",,,,,
2020-01-25,1220926437013647360,,"This is fake, wuhan is too cold to wear the summer t shirt. this is rumor",-1,[],,,,,
2020-01-25,1220929764216590338,,Oh. Cos I read somewhere it is being pulled out due to that wuhan thingy. Maybe I should watch.,-1,[],,,,,
2020-01-25,1220937397073874944,,Disturbing video purportedly shows people collapsing suddenly in the streets of Wuhan due to the coronavirus,0,[],,,,,
2020-01-25,1220943375706099714,,So there’s a potential mutation in the wuhan virus that can be more deadly....... the fck......,-1,[],,,,,
2020-01-25,1220952725422313472,,Chinese doctor dies from coronavirus after treating patients with deadly disease,0,[],,,,,
2020-01-25,1220957410002493440,,"China builds 1,000-bed coronavirus hospital in Wuhan at the epicenter of the outbreak",0,[],,,,,
2020-01-25,1220962839734566912,,"#French authorities have confirmed 2 cases of the #deadly #WuhanCoronavirus. The affected patients – one in #Paris, another in #Bordeaux – are the first diagnosed in #Europe since the flu-like illness first surfaced in #China #Epidemic #coronarovirus",0,"['French', 'deadly', 'WuhanCoronavirus', 'Paris', 'Bordeaux', 'Europe', 'China', 'Epidemic', 'coronarovirus']",,,,,
2020-01-25,1220964581813735424,,Health and Medical news: Coronavirus Update: Thailand hit hard by Wuhan lockdown; France becomes first European country affected,0,[],,,,,
2020-01-25,1220970249790443523,,"Mr President! Please help China! Help Wuhan ！The United States has the most advanced medical technology, please help us! please!",0,[],,,,,
2020-01-25,1220988260530475008,,Please tell me Twitter is deleting tweets on behalf of Communist China Party. The same party with the lab the outbreak came from?,-1,[],,,,,
2020-01-25,1220989253292888064,,China's Wuhan City to Ban Non-Essential Vehicles in Downtown From Jan 26 -,0,[],,,,,
2020-01-25,1220990146100649985,,"How the stock market has performed during past viral outbreaks, as epidemic locks down 16 Chinese cities",0,[],,,,,
2020-01-25,1220991259013087232,,OMG. RT : Japan confirms third case of Wuhan virus,-1,[],,,,,
2020-01-25,1220998836560125954,,"These are fake news, you know? Can foreigners only see such a bad side? Have you ever been to China? Have you ever been to Wuhan?",0,[],,,,,
2020-01-25,1220999387981045761,,Via : Factbox: The latest on the coronavirus spreading in China and beyond,0,[],,,,,
2020-01-25,1221007305325580288,,Factbox: What we know about the new coronavirus spreading in China and beyond #ChineseInSongsAndMovies,0,['ChineseInSongsAndMovies'],,,,,
2020-01-25,1221008007552626689,,Video of people collapsing in the streets amid Wuhan coronavirus goes viral #CoronavirusOutbreak Read more:,0,['CoronavirusOutbreak'],,,,,
2020-01-25,1221011590931255298,,China coronavirus: #HongKong leader declares highest level of emergency,0,['HongKong'],,,,,
2020-01-25,1221016494701604864,,"""China is building two new hospitals in Wuhan at the centre of the coronavirus outbreak, state media reports"" #Believe_it_or_not_thats_China #coronoavirus #CoronavirusOutbreak #coronovirus #coronaviruschina #Corona #CoronaOutbreak #coronavirusindia",0,"['Believe_it_or_not_thats_China', 'coronoavirus', 'CoronavirusOutbreak', 'coronovirus', 'coronaviruschina', 'Corona', 'CoronaOutbreak', 'coronavirusindia']",,,,,
2020-01-25,1221018412501086208,,"Just read that Chinese doctors are so inundated with sick people in the hospitals, that they don't even have time for the toilet and some are wearing incontinence pads. The world in 2020 is clearly not equipped to deal with new viruses #coronavirus",0,['coronavirus'],,,,,
2020-01-25,1221028375604543488,,This is one of the major unanswered questions #WuhanCoronavirus,0,['WuhanCoronavirus'],,,,,
2020-01-25,1221030736150458368,,rly irritating to see dumb ppl (esp this one race based on my observations) spreadin baseless wuhan news on twitter actin as if they got a damn scoop,0,[],,,,,
2020-01-25,1221041566002737152,,Just because one dude now the whole nation is at risk of the wuhan virus...,-1,[],,,,,
2020-01-25,1221043872563748867,,wuhan the real racoon city.. #VirusCorona,0,['VirusCorona'],,,,,
2020-01-25,1221051843431796736,,I heAr Wuhan is nice this time of year. You should make a trip there,0,[],,,,,
2020-01-25,1221056008446808068,,China building a hospital to treat deadly virus that has killed dozens #International #China,0,"['International', 'China']",,,,,
2020-01-25,1221056766311452672,,Chinese people solely take 5 days to unlock the DNF sequence of this coronavirus whilst it can be eliminated by our body's immune system which it is powerful to ourselves hitherto it has not had specific medicine to obliterate them all but hinging on body's immune.,0,[],,,,,
2020-01-25,1221062095778861056,,So its a city wuhan in china and the entire city in being quarantined? yea dass scary,0,[],,,,,
2020-01-25,1221072157821763591,,Indian students trapped in Wuhan fear running out of food,0,[],,,,,
2020-01-25,1221078311008460800,,"U.S. to evacuate its citizens from Wuhan, China: WSJ #SmartNews",0,['SmartNews'],,,,,
2020-01-25,1221079774551928833,,"Many in China wear them, but do masks block the coronavirus?",0,[],,,,,
2020-01-25,1221082593648619520,,My Trips to Wuhan City and Hubei Province - A City of Millions Hidden from the World - Until Today via,0,[],,,,,
2020-01-25,1221087190815346688,,they are technically both Corona virus in fact common cold is a Corona virus. SARS official name is SARS corona virus or SARS-CoV the current Corona virus in China right now is being called Wuhan corona virus though I am unsure if they plan to change it or something.,0,[],,,,,
2020-01-25,1221088197775646722,,Chinese authorities announce first CURED coronavirus patient discharged from hospital in Shanghai,0,[],,,,,
2020-01-25,1221095812735913985,,"Coronavirus: Australia confirmed its first four cases on Saturday, as the number of people with the Wuhan coronavirus has now risen to over 1,400.",0,[],,,,,
2020-01-25,1221100019144691713,,Scientists are unraveling the Chinese coronavirus with unprecedented speed and openness,0,[],,,,,
2020-01-25,1221107363752501250,,If wuhan shit gonna affect china economy......istg.......,0,[],,,,,
2020-01-25,1221111059240640512,,"#HongKong leader #CarrieLam on Saturday declared a #coronavirus emergency, in the city of 7.3 million, extending #school cancellations until February 17 &amp; canceling all official visits to mainland #China. #Australia confirmed its first 4 cases on Saturday.",0,"['HongKong', 'CarrieLam', 'coronavirus', 'school', 'China', 'Australia']",,,,,
2020-01-25,1221113927645351936,,can we not use this whole coronavirus outbreak as an excuse to be racist towards chinese people/east/southeast asian people bc lbr y'all think we look/are the same,0,[],,,,,
2020-01-25,1221116517913415680,,"China: The current situation of Wuhan Maobanqiao under the closed city. Uniform masks and policemen holding batons to intercept the people: Do not move! People raise their hands and squat, the children cry. 25-01-2020",-1,[],,,,,
2020-01-25,1221117841698672643,,CHINA VIRUS XI - NEW VIDEO China's President Xi Jinping calls emergency meeting on the Lunar New Year holiday to discuss coronavirus. STORY# 4251165,-1,[],,,,,
2020-01-25,1221126441229783040,,Listen to the panic in this nurses voice.. #WuhanCoronavirus #wuhan #coronarovirus,0,"['WuhanCoronavirus', 'wuhan', 'coronarovirus']",,,,,
2020-01-25,1221134149811154945,,"The Chinese President admitted that the outbreak "" accelerate "" and that his country is "" in a serious situation "". Pékin renforce encore les mesures pour lutter contre le coronavirus",0,[],,,,,
2020-01-25,1221134969008881664,,"I hope everyone in Wuhan make it out alive and that the virus is relatively contained, but if the Spanish #Flu is any indicator, I doubt it.",0,['Flu'],,,,,
2020-01-25,1221140542295355392,,"Yeah, I can understand that argument. I would have to assume anyone evacuated from #Wuhan will go through rigorous testing before being brought back to #US. Makes the most sense but who knows what they will do 🤷‍♂️.",0,"['Wuhan', 'US']",,,,,
2020-01-25,1221143522729963520,,"BBC News - China coronavirus spread is accelerating, Xi Jinping warns",0,[],,,,,
2020-01-25,1221147767311163392,,"Viral Pneumonia Outbreak Escalates in China as Disease Spreads to France and Australia, 1-25-20",0,[],,,,,
2020-01-25,1221151005854879745,,"CORONAVIRUS: U.S. Orders Wuhan Consulate Staff to Leave City, 1-25-20",0,[],,,,,
2020-01-25,1221158341012930560,,Doctors warn China coronavirus carriers may show no symptoms of illness via,0,[],,,,,
